AA11,AA12,a,b,bn,bs,city,commid,cp,e,el,es,f,fi,g,id,j,k,l,lat,lon,m,mark,msg,note,p,parkmain,pimg,pu,punit,r,reid,s,sq,t,town,tp,tunit,type,unit,v
住,,汐止區新台五路二段０４１巷０００９號３樓#汐止區新台五路二段４１巷９號３樓,公寓(5樓含以下無電梯),,90.61%,F,,,114/01/21,無,,三層/四層,,45,191,1,1,0,25.066796567529103,121.66285178020155,無,,總價/總面積,,"310,403",N,bt_01.png,住家用,1,15,,38.66,2L4oLHoJClYXDp6ds8P4+RvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"12,000,000",1,Biz,2,5房2廳1衛
,丙種建築用地,汐止區勤進路４１９巷００１２號２樓#汐止區勤進路４１９巷１２號２樓,華廈(10層含以下有電梯),合家歡,70.76%,F,j3IRRXPKrx4oaLywcq8KghvQss5zmvokDklTVTp7Ke8=,100,114/01/15,有,81.27%,二層/十層,,29,192,1,1,1,25.05378785728533,121.664754039257,有,,(總價-車位總價)/(總面積-車位總面積),陽台外推;其他增建;,"205,276",N,bt_06.png,住家用,1,73,,54.83,j3IRRXPKrx4oaLywcq8KghvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"10,800,000",1,Biz,2,4房2廳2衛
住,,汐止區水源路一段００２５號２樓#汐止區水源路一段２５號２樓,公寓(5樓含以下無電梯),,100.00%,F,,,114/01/05,無,,二層/四層,,50,193,1,1,0,25.066604534770118,121.65731004977218,無,,總價/總面積,陽台外推;,"398,757",N,bt_01.png,住家用,1,12,,20.56,4J+GPa0I7sEXCIOrSwSJCRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"8,200,000",1,Biz,2,3房2廳1衛
住,,汐止區建成路１４２巷００３７號三樓之２#汐止區建成路１４２巷３７號三樓之２,住宅大樓(11層含以上有電梯),非常台北,63.67%,F,kxhWddiOZyZeAX8r+ish9xvQss5zmvokDklTVTp7Ke8=,,114/01/14,有,,三層/十四層,,28,194,1,1,0,25.074193388737672,121.66218781380948,有,,總價/總面積,,"562,843",N,bt_05.png,住家用,1,62,,15.01,kxhWddiOZyZeAX8r+ish9xvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"8,450,000",1,Biz,2,1房1廳1衛
住,,汐止區新興路００７７之２號十樓#汐止區新興路７７之２號十樓,住宅大樓(11層含以上有電梯),,45.58%,F,,295,114/01/15,有,59.80%,十層/二十一層,,1,195,1,1,1,25.061651819537865,121.65853245993615,有,,(總價-車位總價)/(總面積-車位總面積),,"710,291",N,bt_05.png,住家用,1,74,,39.25,bhPt2oaDd7el8p0UB8YjIxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"24,200,000",1,Biz,2,2房2廳1衛
,丙種建築用地,汐止區湖前街１１０巷０９７弄０００９之３號１７樓#汐止區湖前街１１０巷９７弄９之３號１７樓,住宅大樓(11層含以上有電梯),水蓮山莊,65.37%,F,bOD01kPXqwd6QCUrpmGyPhvQss5zmvokDklTVTp7Ke8=,120,114/01/03,有,85.11%,十七層/二十八層,,25,196,4,1,1,25.076869558224182,121.63230567274802,有,,(總價-車位總價)/(總面積-車位總面積),含租約;,"362,413",N,bt_05.png,住家用,1,294,,48.18,bOD01kPXqwd6QCUrpmGyPhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"14,610,000",1,Biz,2,3房2廳2衛
住,,汐止區康寧街０４４５之１號９樓#汐止區康寧街４４５之１號９樓,華廈(10層含以下有電梯),龍之鄉,51.09%,F,CaKTHrG2ZTyMTugIw81E/xvQss5zmvokDklTVTp7Ke8=,,114/01/06,有,71.97%,九層/九層,,24,197,1,1,1,25.068443123730106,121.63097384680238,有,,總價/總面積,移轉車位編號30權利範圍4分之1親友、員工、共有人或其他特殊關係間之交易;,"220,747",N,bt_06.png,住家用,1,56,,11.05,CaKTHrG2ZTyMTugIw81E/xvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"2,440,000",1,Biz,2,3房2廳2衛
住,,汐止區康寧街０４４５之１號９樓#汐止區康寧街４４５之１號９樓,華廈(10層含以下有電梯),龍之鄉,51.12%,F,QvMjruY24B9ZbEsi3dieBBvQss5zmvokDklTVTp7Ke8=,,114/01/06,有,72.01%,九層/九層,,24,198,1,1,1,25.068443123730106,121.63097384680238,有,,總價/總面積,移轉車位編號30權利範圍8分之1親友、員工、共有人或其他特殊關係間之交易;,"441,494",N,bt_06.png,住家用,1,56,,5.53,QvMjruY24B9ZbEsi3dieBBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"2,440,000",1,Biz,2,3房2廳2衛
住,,汐止區福德二路１５６巷０００９號２樓#汐止區福德二路１５６巷９號２樓,華廈(10層含以下有電梯),東方黎明,72.19%,F,LsXUfe0U+5hW+XtC1v5VLRvQss5zmvokDklTVTp7Ke8=,,114/01/09,有,,二層/八層,,31,199,1,1,0,25.065342178219336,121.62987758216015,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"75,699",N,bt_06.png,住家用,1,54,,32.36,LsXUfe0U+5hW+XtC1v5VLRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"2,450,000",1,Biz,2,3房2廳2衛
住,,汐止區新台五路二段２３８巷００９３號五樓#汐止區新台五路二段２３８巷９３號五樓,住宅大樓(11層含以上有電梯),星野之森-D區,45.59%,F,amjqij68L9RqbQqwZXViVRvQss5zmvokDklTVTp7Ke8=,,114/01/09,有,59.98%,五層/十一層,,1,200,2,1,1,25.064360241124405,121.67262142966294,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"341,838",N,bt_05.png,住家用,1,79,,46.81,amjqij68L9RqbQqwZXViVRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"16,000,000",1,Biz,2,3房2廳2衛
住,,汐止區福德一路０８６巷００３３號十二樓#汐止區福德一路８６巷３３號十二樓,住宅大樓(11層含以上有電梯),新生活,58.68%,F,I1tZsuh+HRK9Gy3VJfZ/PhvQss5zmvokDklTVTp7Ke8=,,114/01/05,有,,十二層/十三層,,28,201,1,1,0,25.068813815389444,121.63719057747143,有,,總價/總面積,陽台外推;,"440,238",N,bt_05.png,住家用,1,48,,27.49,I1tZsuh+HRK9Gy3VJfZ/PhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"12,100,000",1,Biz,2,2房2廳1衛
住,,汐止區湖前街００３３號１０樓之７#汐止區湖前街３３號１０樓之７,住宅大樓(11層含以上有電梯),文普湖前大地,65.36%,F,1b0UP4DU6Vt4pmgTnc45pxvQss5zmvokDklTVTp7Ke8=,,114/01/15,有,,十層/十一層,,28,202,1,1,0,25.069522368234637,121.63194084711019,有,,總價/總面積,,"546,155",N,bt_05.png,住家用,1,46,,26.00,1b0UP4DU6Vt4pmgTnc45pxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"14,200,000",1,Biz,2,3房2廳2衛
商,,汐止區連興街００２４號１１樓　#汐止區連興街２４號１１樓　,住宅大樓(11層含以上有電梯),環翠天下,51.60%,F,XbTMdSFLuvxgGzV/cWHkxRvQss5zmvokDklTVTp7Ke8=,200,114/01/05,有,,十一層/二十三層,,28,203,1,1,1,25.063761287743297,121.65514406544561,有,,總價/總面積,,"483,815",N,bt_05.png,住家用,1,62,,48.57,XbTMdSFLuvxgGzV/cWHkxRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"23,500,000",1,Biz,2,3房2廳2衛
,丙種建築用地,汐止區湖前街１１０巷０９７弄０００３號１９樓#汐止區湖前街１１０巷９７弄３號１９樓,住宅大樓(11層含以上有電梯),水蓮山莊,63.57%,F,SKC342XS27gdA6/ZY3Mk4BvQss5zmvokDklTVTp7Ke8=,120,114/01/13,有,85.37%,十九層/二十五層,,25,204,4,1,1,25.076869558224182,121.63230567274802,有,,(總價-車位總價)/(總面積-車位總面積),,"371,299",N,bt_05.png,住家用,1,294,,43.76,SKC342XS27gdA6/ZY3Mk4BvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"13,300,000",1,Biz,2,3房2廳2衛
,丙種建築用地,汐止區湖前街１１０巷０９７弄０００６之５號５樓#汐止區湖前街１１０巷９７弄６之５號５樓,住宅大樓(11層含以上有電梯),水蓮山莊,65.08%,F,67t6iik+f3ui5nH5w8o0zRvQss5zmvokDklTVTp7Ke8=,,114/01/23,有,,五層/二十五層,,25,205,4,1,0,25.076869558224182,121.63230567274802,有,,總價/總面積,,"367,180",N,bt_05.png,住家用,1,294,,34.45,67t6iik+f3ui5nH5w8o0zRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"12,650,000",1,Biz,2,3房2廳2衛
住,,汐止區新興路００７７之１號四樓#汐止區新興路７７之１號四樓,住宅大樓(11層含以上有電梯),,49.19%,F,,241,114/01/02,有,60.73%,四層/二十一層,,1,206,1,1,1,25.061651819537865,121.65853245993615,有,,(總價-車位總價)/(總面積-車位總面積),配合合建計畫承購戶,"513,752",N,bt_05.png,住家用,1,74,,49.09,PD8qhhFNIdPtcTBDvqPIoxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"22,844,711",1,Biz,2,3房2廳2衛
住,,汐止區新興路００８１之２號十五樓#汐止區新興路８１之２號十五樓,住宅大樓(11層含以上有電梯),,45.58%,F,,241,114/01/02,有,59.80%,十五層/二十一層,,1,207,1,1,1,25.061651819537865,121.65853245993615,有,,(總價-車位總價)/(總面積-車位總面積),配合合建計畫承購戶,"493,755",N,bt_05.png,住家用,1,74,,39.25,p5s9Sf61oj/mZMHvzL1FxhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"17,190,989",1,Biz,2,2房2廳1衛
住,,汐止區新興路００７７之１號十二樓#汐止區新興路７７之１號十二樓,住宅大樓(11層含以上有電梯),,49.19%,F,,132,114/01/02,有,60.73%,十二層/二十一層,,1,208,1,1,1,25.061651819537865,121.65853245993615,有,,(總價-車位總價)/(總面積-車位總面積),配合合建計畫承購戶,"282,109",N,bt_05.png,住家用,1,74,,49.09,14k+PcKJ5x+MPuIj+S9OxxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"12,544,461",1,Biz,2,3房2廳2衛
住,,汐止區新興路００８１之２號十二樓#汐止區新興路８１之２號十二樓,住宅大樓(11層含以上有電梯),,45.58%,F,,143,114/01/02,有,59.80%,十二層/二十一層,,1,209,1,1,1,25.061651819537865,121.65853245993615,有,,(總價-車位總價)/(總面積-車位總面積),配合合建計畫承購戶,"291,385",N,bt_05.png,住家用,1,74,,39.25,mkN+YerW2g9aDyg51uM+ghvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"10,154,115",1,Biz,2,2房2廳1衛
住,,汐止區茄苳路０１２９號１３樓#汐止區茄苳路１２９號１３樓,住宅大樓(11層含以上有電梯),茄苳華城,62.62%,F,iWrLFFCoQYzriVmRiX7o9xvQss5zmvokDklTVTp7Ke8=,,114/01/20,有,74.20%,十三層/十八層,,26,210,1,1,1,25.07094791691879,121.66721564295179,有,,總價/總面積,車位無固定位置，需定期抽籤親友、員工、共有人或其他特殊關係間之交易;陽台外推;,"294,278",N,bt_05.png,住家用,1,105,,47.57,iWrLFFCoQYzriVmRiX7o9xvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"14,000,000",1,Biz,2,3房2廳2衛
,丙種建築用地,汐止區湖前街１１０巷０９７弄０００６之３號２２樓#汐止區湖前街１１０巷９７弄６之３號２２樓,住宅大樓(11層含以上有電梯),水蓮山莊,64.53%,F,tirrXyKIc1wBWPOaq2nN0xvQss5zmvokDklTVTp7Ke8=,,114/01/20,有,,二十二層/二十五層,,25,211,8,1,0,25.076869558224182,121.63230567274802,有,,總價/總面積,,"381,345",N,bt_05.png,住家用,1,295,,20.98,tirrXyKIc1wBWPOaq2nN0xvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"8,000,000",1,Biz,2,1房1廳1衛
商,,汐止區龍安路０２８巷０００６號２１樓之４#汐止區龍安路２８巷６號２１樓之４,住宅大樓(11層含以上有電梯),潤泰陽光天廈,82.52%,F,dbwgDHtkdgmJRB9BrS0f4BvQss5zmvokDklTVTp7Ke8=,,114/01/13,有,,二十一層/二十六層,,28,212,1,1,0,25.06442219331549,121.65472138019923,有,,總價/總面積,,"619,425",N,bt_05.png,住家用,1,72,,25.83,dbwgDHtkdgmJRB9BrS0f4BvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"16,000,000",1,Biz,2,2房2廳1衛
住,,汐止區福德一路０８６巷００４０號五樓#汐止區福德一路８６巷４０號五樓,華廈(10層含以下有電梯),全民住易,64.72%,F,a/dZ7yHDuro1nFtXYagdRxvQss5zmvokDklTVTp7Ke8=,,114/01/23,有,,五層/八層,,26,213,1,1,0,25.069004885293996,121.63684464518677,無,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"349,481",N,bt_06.png,住家用,1,49,,16.45,a/dZ7yHDuro1nFtXYagdRxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"5,750,000",1,Biz,2,2房1廳1衛
,丙種建築用地,汐止區伯爵街０５２巷０００５號１１樓#汐止區伯爵街５２巷５號１１樓,住宅大樓(11層含以上有電梯),牡丹,75.18%,F,Ofwe1fEKgJ5jMDCLvEUxORvQss5zmvokDklTVTp7Ke8=,,114/01/06,有,,十一層/十二層,,28,214,1,1,0,25.080526309323382,121.63852996430106,有,,總價/總面積,,"272,298",N,bt_05.png,住家用,1,83,,10.72,Ofwe1fEKgJ5jMDCLvEUxORvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"2,920,000",1,Biz,2,
,丙種建築用地,汐止區伯爵街０５２巷０００７號１０樓#汐止區伯爵街５２巷７號１０樓,住宅大樓(11層含以上有電梯),牡丹,50.55%,F,u/riXNldEUmAEXOBYkpoJhvQss5zmvokDklTVTp7Ke8=,100,114/01/01,有,,十層/十二層,,28,215,1,1,1,25.080526309323382,121.63852996430106,有,,總價/總面積,陽台外推;,"244,939",N,bt_05.png,住家用,1,83,,44.91,u/riXNldEUmAEXOBYkpoJhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"11,000,000",1,Biz,2,2房2廳1衛
住,,汐止區鄉長路一段００３１號１７樓之５#汐止區鄉長路一段３１號１７樓之５,住宅大樓(11層含以上有電梯),東方山河,65.05%,F,LZ6bkQ9MWAqzHoMQ8oEF/hvQss5zmvokDklTVTp7Ke8=,,114/01/12,有,81.90%,十七層/二十八層,,28,216,1,1,1,25.0750290532998,121.66508675084448,有,,總價/總面積,,"356,255",N,bt_05.png,住家用,1,54,,32.56,LZ6bkQ9MWAqzHoMQ8oEF/hvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"11,600,000",1,Biz,2,2房1廳1衛
住,,汐止區新台五路二段２３８巷００７１號三樓#汐止區新台五路二段２３８巷７１號三樓,住宅大樓(11層含以上有電梯),星野之森-D區,43.84%,F,bG69gS2kTWv9z3yxbsmfBBvQss5zmvokDklTVTp7Ke8=,,114/01/05,有,59.10%,三層/十一層,,1,217,2,1,1,25.064360241124405,121.67262142966294,有,,總價/總面積,,"386,264",N,bt_05.png,住家用,1,79,,43.49,bG69gS2kTWv9z3yxbsmfBBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"16,800,000",1,Biz,2,3房2廳2衛
住,,汐止區新台五路二段２３８巷００７１號六樓#汐止區新台五路二段２３８巷７１號六樓,住宅大樓(11層含以上有電梯),星野之森-D區,43.84%,F,BU69Ufgx4dPrXx0zZhHvxhvQss5zmvokDklTVTp7Ke8=,,114/01/05,有,59.10%,六層/十一層,,1,218,2,1,1,25.064360241124405,121.67262142966294,有,,總價/總面積,,"386,264",N,bt_05.png,住家用,1,79,,43.49,BU69Ufgx4dPrXx0zZhHvxhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"16,800,000",1,Biz,2,3房2廳2衛
住,,汐止區樟樹一路０１２２號６樓之４#汐止區樟樹一路１２２號６樓之４,華廈(10層含以下有電梯),世貿新宿,68.63%,F,r+iAxCidMiuEaPPyLTRA4BvQss5zmvokDklTVTp7Ke8=,,114/01/06,有,,六層/七層,,32,219,1,1,0,25.064431465144914,121.64226249637497,有,,總價/總面積,陽台外推;其他增建;,"441,124",N,bt_06.png,住家用,1,31,,15.19,r+iAxCidMiuEaPPyLTRA4BvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"6,700,000",1,Biz,2,1房1廳1衛
住,,汐止區大同路三段０６１３號２６樓#汐止區大同路三段６１３號２６樓,住宅大樓(11層含以上有電梯),摩天鎮,58.63%,F,8uV9g6LXHbXBW1YLO/kvoxvQss5zmvokDklTVTp7Ke8=,,113/12/25,有,,二十六層/三十三層,,26,220,1,1,1,25.075148285704238,121.68257299434447,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"214,129",N,bt_05.png,住家用,1,115,,47.63,8uV9g6LXHbXBW1YLO/kvoxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"10,200,000",1,Biz,2,3房2廳2衛
住,,汐止區福德二路００７１號六樓之１#汐止區福德二路７１號六樓之１,住宅大樓(11層含以上有電梯),長虹大鎮B區,52.74%,F,C1qfPnWWheTbDaXZKZYUxBvQss5zmvokDklTVTp7Ke8=,,113/12/20,有,56.83%,六層/十五層,,16,221,1,1,1,25.066108982017663,121.63425260570578,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"387,511",N,bt_05.png,住家用,1,48,,64.51,C1qfPnWWheTbDaXZKZYUxBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"25,000,000",1,Biz,2,4房2廳2衛
,丙種建築用地,汐止區湖前街１１０巷０９７弄０００４之１號２０樓#汐止區湖前街１１０巷９７弄４之１號２０樓,住宅大樓(11層含以上有電梯),水蓮山莊,61.10%,F,vQXswr+snhLzvv3D5op6yBvQss5zmvokDklTVTp7Ke8=,,113/12/23,有,,二十層/二十五層,,25,222,8,1,0,25.076869558224182,121.63230567274802,有,,總價/總面積,,"379,851",N,bt_05.png,住家用,1,295,,27.64,vQXswr+snhLzvv3D5op6yBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"10,500,000",1,Biz,2,2房1廳1衛
,丙種建築用地,汐止區湖前街１１０巷０９７弄０００２之４號１６樓#汐止區湖前街１１０巷９７弄２之４號１６樓,住宅大樓(11層含以上有電梯),水蓮山莊,64.21%,F,UO2+GDfawW2Zs8vAP+jJ+BvQss5zmvokDklTVTp7Ke8=,120,113/12/13,有,86.25%,十六層/二十五層,,25,223,4,1,1,25.076869558224182,121.63230567274802,有,,(總價-車位總價)/(總面積-車位總面積),,"360,278",N,bt_05.png,住家用,1,294,,43.73,UO2+GDfawW2Zs8vAP+jJ+BvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"12,930,000",1,Biz,2,3房2廳2衛
住,,汐止區明峰街０１８５號２樓#汐止區明峰街１８５號２樓,公寓(5樓含以下無電梯),,97.42%,F,,,113/12/26,無,,二層/五層,,43,224,1,1,0,25.06973562098239,121.62849253370577,無,,總價/總面積,,"379,240",N,bt_01.png,住家用,1,23,,23.47,AeElWP7ri6k5Th4SyRMT9xvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"8,900,000",1,Biz,2,3房2廳1衛
住,,汐止區招商街０１１巷０００４號２樓#汐止區招商街１１巷４號２樓,華廈(10層含以下有電梯),,75.78%,F,,,113/12/27,有,,二層/六層,,31,225,1,1,0,25.068810353348486,121.66675802351571,無,,總價/總面積,其他增建;,"410,238",N,bt_06.png,住家用,1,35,,28.89,GudnxPMeToO/q64Se63tyBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"11,850,000",1,Biz,2,3房2廳2衛
住,,汐止區建成路１６０巷００５９號十一樓#汐止區建成路１６０巷５９號十一樓,住宅大樓(11層含以上有電梯),非常台北,51.24%,F,anmDgqh37G5UkOmq4sm+oBvQss5zmvokDklTVTp7Ke8=,,113/12/27,有,66.30%,十一層/十四層,,28,226,1,1,1,25.073862684140494,121.66144260652729,有,,總價/總面積,,"413,336",N,bt_05.png,住家用,1,78,,44.03,anmDgqh37G5UkOmq4sm+oBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"18,200,000",1,Biz,2,3房2廳2衛
住,,汐止區工建路０１４１號四樓#汐止區工建路１４１號四樓,住宅大樓(11層含以上有電梯),御璟,61.47%,F,oEplpcIKAfa8SP0fPI0VRRvQss5zmvokDklTVTp7Ke8=,,113/12/23,有,,四層/十五層,,11,227,1,1,0,25.063095456952578,121.63804312454445,有,,總價/總面積,,"482,195",N,bt_05.png,住家用,1,55,,14.52,oEplpcIKAfa8SP0fPI0VRRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"7,000,000",1,Biz,2,2房2廳1衛
住,,汐止區仁愛路３１６巷０００５號４樓#汐止區仁愛路３１６巷５號４樓,住宅大樓(11層含以上有電梯),,68.95%,F,,,113/12/09,有,,四層/十三層,,29,228,1,1,0,25.067988073698157,121.66490995754846,有,,總價/總面積,,"520,274",N,bt_05.png,住家用,1,59,,25.52,MmBT7Qwm9iZgZTkSymvgFhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"13,280,000",1,Biz,2,2房2廳1衛
,丙種建築用地,汐止區湖前街１１０巷０９７弄０００１號８樓#汐止區湖前街１１０巷９７弄１號８樓,住宅大樓(11層含以上有電梯),水蓮山莊,63.57%,F,O0ha5z0ZDu8LqhKRMTQHexvQss5zmvokDklTVTp7Ke8=,120,113/12/13,有,85.37%,八層/二十五層,,25,229,4,1,1,25.076869558224182,121.63230567274802,有,,(總價-車位總價)/(總面積-車位總面積),,"351,967",N,bt_05.png,住家用,1,294,,43.76,O0ha5z0ZDu8LqhKRMTQHexvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"12,670,000",1,Biz,2,3房2廳2衛
住,,汐止區新興路００７５之２號十六樓#汐止區新興路７５之２號十六樓,住宅大樓(11層含以上有電梯),,45.58%,F,,,113/12/01,有,59.80%,十六層/二十一層,,1,230,1,1,1,25.061651819537865,121.65853245993615,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"102,169",N,bt_05.png,住家用,1,74,,39.25,LUGgz11xX2OrgPdNOZgx5hvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"4,010,000",1,Biz,2,2房1廳1衛
住,,汐止區新興路００７５之１號十六樓#汐止區新興路７５之１號十六樓,住宅大樓(11層含以上有電梯),,49.19%,F,,,113/12/01,有,60.73%,十六層/二十一層,,1,231,1,1,1,25.061651819537865,121.65853245993615,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"106,132",N,bt_05.png,住家用,1,74,,49.09,RQR5z/sXwawblaeOSbyFjhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"5,210,000",1,Biz,2,3房2廳2衛
住,,汐止區新興路００７７之１號十六樓#汐止區新興路７７之１號十六樓,住宅大樓(11層含以上有電梯),,49.19%,F,,,113/12/01,有,60.73%,十六層/二十一層,,1,232,1,1,1,25.061651819537865,121.65853245993615,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"106,132",N,bt_05.png,住家用,1,74,,49.09,8PcuAcAABEM2yV7V9qIpxRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"5,210,000",1,Biz,2,3房2廳2衛
住,,汐止區明峰街００８３號二樓#汐止區明峰街８３號二樓,住宅大樓(11層含以上有電梯),仰大湖,45.23%,F,yPHii0hQX/4tFGlGEqS/QBvQss5zmvokDklTVTp7Ke8=,,113/12/03,有,51.87%,二層/二十四層,,12,233,1,1,2,25.07092031574792,121.6322652104971,有,,總價/總面積,,"350,112",N,bt_05.png,住家用,1,76,,82.83,yPHii0hQX/4tFGlGEqS/QBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"29,000,000",1,Biz,2,3房2廳2衛
